unittitle,function
Dupayrat de Majainbos,Personne
Duplessis Fabert,Personne
Duplessis Faucherie,Personne
Duplessis Geffrard,Personne
Duportail,Personne
Dupuy (Cochon Du Puy),Personne
Duqesne,Personne
Durant,Personne
Durastet,Personne
Durepaire,Personne
Durival,Personne
Duriveau,Personne
Dutastet,Personne
"Dutour, Antonie dit Sans-Souci",Personne
"Dutrec, Georges dit Beauvisage",Personne
"Duval, Jean",Personne
Duvigné,Personne
"Duvivier, Dame",Personne
"Escoubet, Jean",Personne
Fage,Personne
Falaise Dame de,Personne
Falanier,Personne
Fargès,Personne
Faucherie,Personne
Faureau,Personne
Faurès Grivollière,Personne
"Favereau, André dit Saint Georges",Personne
Fay,Personne
"Fenis, de",Personne
"Fermy, Jean",Personne
"Ferrand, Pierre d'Oléron",Personne
Ferrarois Demoiselle,Personne
"Ferret, Charles",Personne
"Feuquières, Chevalier de",Personne
Figerou,Personne
"Figuares, Chevalier de",Personne
Flandoin,Personne
Florenceau,Personne
"Fondelin, de",Personne
"Fontais, de ",Personne
"Fontanieu, M. de",Personne
Fontel,Personne
"Fontenay, de",Personne
"Fontès, de",Personne
Fortier,Personne
Fouché,Personne
Fougas,Personne
"Fougeron, François",Personne
Fourier,Personne
"Francine, de",Personne
"Francy, de",Personne
"Fredonnet, Vincent",Personne
"Fremy, Jean",Personne
"Froulay, de",Personne
Furet,Personne
"Furet, françois",Personne
"Gabaret, Chevalier de",Personne
Gabe,Personne
Gabory,Personne
Gabriet,Personne
"Gaillart, Roch",Personne
Galabin,Personne
"Galant, François",Personne
"Galiffet, de",Personne
"Gallain, François",Personne
"Gand, M. de",Personne
"Gandeloup, de",Personne
Gardet,Personne
"Gardet, antoine",Personne
"Gardet, Pierre",Personne
Garelle,Personne
"Garlandier, Pierre",Personne
"Garnaud, Jean",Personne
"Garnier, Etienne",Personne
"Gas, Jean dit La Forge",Personne
"Gasperne, de",Personne
Gastebois,Personne
"Gaston, Jean",Personne
"Gattebois, le Père Jésuite",Personne
Gaubertin,Personne
"Gaudemar, de",Personne
"Gaudin, Adrien",Personne
Gaudion de la Vennerie,Personne
"Gaudion, Jean",Personne
"Gautier, Joseph",Personne
"Gauvery, de",Personne
Geffrad,Personne
"Gellé, Pierre",Personne
Gély,Personne
Gendron,Personne
"Gendron, Pierre",Personne
"Genevais, André",Personne
Gennes de,Personne
"Genneteau, Léonard",Personne
"Gentien, de",Personne
"Geoffroy, Jean dit La Douceur",Personne
"Georget, François",Personne
"Gervaux, Jean",Personne
"Gibanel, de ",Personne
"Gibanet, de",Personne
"Gibault, Elisabeth",Personne
Gillot,Personne
Gilly,Personne
"Girard de Vallange, Gaspard",Personne
Girardin,Personne
"Giraud, Nicolas",Personne
"Giraud, Pierre",Personne
Girault,Personne
"Gitton, Jean",Personne
"Godemart, de",Personne
Gohié,Personne
"Gonault, Laurent",Personne
"Gouault, Laurent",Personne
Goudeau,Personne
Goufier,Personne
"Gouldriau, Jean",Personne
"Gourbière, Pierre",Personne
Gourville de,Personne
Goury,Personne
"Gouye, Le Père",Personne
"Grabeuil, Pierre",Personne
"Grandchamps, de",Personne
"Grandpré, M. de",Personne
"Grandville, de",Personne
"Grasset, Bernard",Personne
Grauveret,Personne
Grillet,Personne
"Grillet, Nicolas",Personne
"Grivolière, Faurès",Personne
Grivoloère,Personne
"Grode, Jean",Personne
"Grollier, Pierre",Personne
"Grosset, Jean",Personne
Grou,Personne
Grouchy de,Personne
"Grouchy, Pierre",Personne
"Grove, Jean",Personne
Gruyn,Personne
"Guérin, Jean, de Chaillevette",Personne
Gueroard,Personne
Guerreau,Personne
"Guichard, Jean",Personne
"Guillain, André",Personne
Guillelmy,Personne
"Guillet, Auguste de Chaumont",Personne
"Guillet, Jean",Personne
"Guimberteau, Louis",Personne
"Guindet, Samuel",Personne
Guiot,Personne
"Guiton, Jean",Personne
Harfdy,Personne
Hautefort Marquis de,Personne
"Hazon, Marie et Catherine (alias Ason)",Personne
Hèbre,Personne
Hélissant,Personne
Hennequint,Personne
"Héraud, Ollivier d'Oléron",Personne
"Héraud, René",Personne
Herpin,Personne
Hersant (alias Hersent),Personne
Hiché,Personne
Houel,Personne
Huart,Personne
Huet,Personne
Huet de La Poirière,Personne
Huet de Vandosme,Personne
Hugues,Personne
"Hydras, Jean dit La Tremblade",Personne
"Imbert, François",Personne
"Imbert, Jacques",Personne
"Imbert, Jean",Personne
Izabeau,Personne
Jacaut,Personne
Jacob,Personne
"Jacquard, Charles",Personne
Jacquault,Personne
Jacques de La Corte,Personne
Jamain,Personne
"Jame, Jean",Personne
Janin,Personne
"Jarnac, Comte de",Personne
Jary,Personne
"Jauillière, de",Personne
"Jégaud, Guillaume",Personne
"Jeverdat, Desmoulins",Personne
Joly de Fleury,Personne
"Jonchée, de",Personne
"Joubert, Bernard",Personne
"Joubert, Jacques sieur de Long",Personne
"Jousseaume, Jeanne",Personne
Jousselin de Marigny,Personne
Jouvenon,Personne
Jouÿ La minoze,Personne
Joyeux de,Personne
Jullien,Personne
"Kearny, de",Personne
"L'Epinay, de",Personne
"L'Espervanche, Chevalier de",Personne
"L'Estang, de",Personne
"L'Estoile, de",Personne
"L'Etenduère, de",Personne
Labastide,Personne
"Laberie, Arnault de Beauregard Saint-Clair",Personne
Labernardais,Personne
Labertèche,Personne
"Laboittière, de",Personne
"Laborie, de",Personne
Labouchardière,Personne
"Labouchetière, de",Personne
"Laboularderie, de",Personne
"Labretèche, de",Personne
"Labuxière, de",Personne
"Lachesnaye, de",Personne
"LaClocheterie, de",Personne
"Lacointrie, de",Personne
"Lacorne, de",Personne
"Lacorre, Etienne",Personne
"Lacoste, de Villarsais",Personne
Lacrauze,Personne
"Lafalvère, de",Personne
Lafeuillade,Personne
"Lafillière, de",Personne
"Laflocellière, de",Personne
"Laflocellière, Marquis de",Personne
"Laforest, Dame de",Personne
"Lafoy, Jean",Personne
"Lafrégonnière, Gromier de ",Personne
Lafuge,Personne
"Lagalissonnière, Marquis de",Personne
"Lagarde, Antoine dit Du Bois",Personne
"Lagarde, Pierre",Personne
"Lagny, de",Personne
"Lagrange, Chevalier de",Personne
"Lagrivolière, de",Personne
Lagrivolière de,Personne
Laguerche de,Personne
"Laguerre, Jeanne",Personne
"Laharteloire, de",Personne
"Lahautemaison, de",Personne
"Lahaye, Philippe",Personne
"Lahéronnière, de",Personne
"Lajauclière, de",Personne
"Lajordanie, de",Personne
Lajoue,Personne
"Lallier, de",Personne
"Lalonde, Antoine dit franc-cœur",Personne
"Lalonde, dit sieur Antoine",Personne
"Lamaignière, Dame de",Personne
Lamalmaison de,Personne
"Lamanois, Lefebre",Personne
"Lamarche, R.P. Dominique de",Personne
Lamarque,Personne
Lamaye,Personne
Lambourg de,Personne
Lambrado (alias Lambrard),Personne
Lamet,Personne
Lamoignon de Courçon M. de,Personne
Lamorlière de ,Personne
Lamortière de,Personne
Lamothe Cadillac de,Personne
Lamothe de,Personne
Lamouche,Personne
Lamour,Personne
Landais Desoisel Chevalier,Personne
Landorte Baron de,Personne
"Laneau, Pierre",Personne
Lanefranc (alias Lannefranc),Personne
Langlade de,Personne
"Lanneau, Bertrand dit Soustron",Personne
Lanouïller,Personne
Lapérille de (alias La Pérelle),Personne
Lapigeonnière de,Personne
Lapigeonnière Des Chandeliers de,Personne
LaPoirière Huet de,Personne
Lapommeraye de,Personne
Laporte,Personne
Lapotterie de,Personne
Lapouplière de,Personne
"Lapresnière, Jean de",Personne
Larabastellerie de,Personne
Largenterie de,Personne
Larichardière de,Personne
Larigaudière de,Personne
Larivagerie de,Personne
Larochalart de,Personne
Laroche Saint-André,Personne
"Laroche, Pierre",Personne
Laronce de,Personne
Laronce Denis,Personne
Laroque,Personne
Laroue,Personne
Larougère de,Personne
Laroulais de (alias La Roulaye),Personne
Lartigue,Personne
Laruffinière de,Personne
Lasalle de,Personne
Lasalle Desgouttes,Personne
Lasalle Habas,Personne
Lasalvère de,Personne
Lasausaye Chevalier de,Personne
Lasauvagère de,Personne
Lassalle de,Personne
Latouche de,Personne
Latour de,Personne
Latour Gallois de,Personne
Latraverse Picarin de Savigny de,Personne
Laudouine Demoiselle,Personne
Launay de,Personne
"Laurence, Paul",Personne
Laurent,Personne
Lause de,Personne
Lavallière Marquis de,Personne
Lavannerie de,Personne
Lavarenne de,Personne
Lavau Saint-Etienne de,Personne
Law M. de,Personne
Lebaile,Personne
Lebée,Personne
"Lebel, Jacques",Personne
"Lebeuf, François",Personne
"Leblanc, Etienne et Jean-Baptiste",Personne
Lebrun de Saint-Vallier,Personne
"Leclerc, Jacques",Personne
"Lecomte, pierre",Personne
Ledran,Personne
Lefebvre,Personne
Leforestier Desmonts,Personne
Legac,Personne
Legal,Personne
"Legrand, Jean",Personne
Lelandais,Personne
"Lelarge, Pierre",Personne
Lemairat,Personne
"Lemaire, Jean",Personne
Lepoulletier,Personne
Leprince,Personne
Lestobec de,Personne
Lestrille de,Personne
Letemple Dereix,Personne
"Letou, J.B",Personne
"Levecot, Gabriel",Personne
Lévesque,Personne
Lhermitte,Personne
"Lhomont, Pierre",Personne
Lilleau de,Personne
Linars de,Personne
Lion,Personne
Lioncel de,Personne
Livernan de,Personne
"Livet, Christophe",Personne
Lizardais de,Personne
Logivière de,Personne
Longueil de,Personne
Longueval de,Personne
"Lopez de Paz, Philippe",Personne
Lossey de,Personne
Lostange Baron de,Personne
Louvergny du Peyrat,Personne
Louvigny de,Personne
Lubert de,Personne
"Luchet de la Rivière , Mademoiselle",Personne
Lusançay de,Personne
Mac-Silhie,Personne
Macary de (alias : Macharis),Personne
Macnemara de,Personne
Maheshihic,Personne
Maillou,Personne
Maisonneuve,Personne
"Malot, Pierre-Gilles dit Jancine",Personne
Malville de,Personne
Mandelot de Lossé (alias : de Lonay),Personne
Mandeville,Personne
Manis,Personne
Mannevillette M. de,Personne
Manois,Personne
Marbotin,Personne
"Marchadier, Jean",Personne
"Marchais, Georges",Personne
"Marchand, Etienne et Madeline",Personne
Marée,Personne
Marenne,Personne
Mareschal,Personne
Maret de La Loge (alias : de Lugé),Personne
"Marié, François",Personne
Mariette,Personne
Marigny de,Personne
Marolles de,Personne
Marouby,Personne
Marquely,Personne
Marquessac de,Personne
Marr Lord,Personne
Marseille de,Personne
Martel Chevalier de ,Personne
Marthon de,Personne
Marthou de,Personne
Martin-Dassance,Personne
"Martin, Jacques",Personne
"Martin, Jean dit La Forme",Personne
"Martin, Pierre",Personne
"Martray, Ildevert",Personne
Mascaris,Personne
Mascaron de,Personne
Masson Dame,Personne
Matay,Personne
Mathieu,Personne
Matho,Personne
Maupeou Chevalier de,Personne
Maureville Dame de,Personne
Maxy,Personne
Mazarin Duc de,Personne
Mège,Personne
"Ménard, François de",Personne
"Ménard, Louis",Personne
Mené de,Personne
Mennevilette Marquis de,Personne
Méré de,Personne
"Mesnard, Jean",Personne
Mestré Chevalier de ,Personne
Metey,Personne
Mezy M. de,Personne
"Michault, Charles",Personne
"Michel, Le Père Jésuite",Personne
Mignard,Personne
Milet de La Bordelière,Personne
Mille,Personne
Million (alias : Milon),Personne
Minaud (alias : Mineau),Personne
Miranzeau,Personne
Mitte,Personne
Moët,Personne
"Molinier de Pertigny, André",Personne
Monbault de,Personne
Moncrif,Personne
Moneau,Personne
"Monis, Paul",Personne
"Monneau, Jean",Personne
Monnereau,Personne
"Monnier, Pierre",Personne
Monseignat de,Personne
Monsigot Dame de,Personne
Montagnac de,Personne
Montalembert de,Personne
Montauban Princesse de,Personne
Montaudouin de,Personne
Montaudran dit Saint-Etienne,Personne
Montbat de,Personne
Montchevreuil de,Personne
Montclair de,Personne
Monthelon de,Personne
Monthon de Granval,Personne
Montigny,Personne
Montis de,Personne
Montlaur de,Personne
Montrioux de,Personne
"Moreau, Jean",Personne
"Moreau, Jean dit l'Anglais",Personne
Moriame de,Personne
Morienne de,Personne
"Morineau, Pierre",Personne
"Morisseau, Pierre",Personne
Morpain,Personne
"Motet, Mathurin (alias : Mothé)",Personne
Mouet,Personne
"Mouliner, André",Personne
"Mousnier, Pierre",Personne
Moyencourt de,Personne
"Nadeau, Julien",Personne
"Naudet, François",Personne
Naulet,Personne
Neau,Personne
"Nebout, Jean",Personne
Neret,Personne
Neuville de,Personne
"Nicolas, Guillaume",Personne
Noailles Duc de,Personne
Noé Chevalier de,Personne
Nogent de,Personne
Noguez,Personne
"Nollet, Jean",Personne
Norbert Guillyn,Personne
"Norisson, Jacques",Personne
Nougues,Personne
"Noyé, Pierre",Personne
Odon-Desgouttes,Personne
Pagès et Fleury,Personne
"Pain, Pierre",Personne
Pajaud,Personne
Panier ,Personne
Pannontier,Personne
"Papin, Elie",Personne
Parcheminier,Personne
"Parent, Didier dit La Lime",Personne
"Parent, Michel",Personne
Pascal (alias : Pasqual),Personne
Pascaud (alias : Pascault),Personne
"Pasquet, Joseph",Personne
"Peau, André",Personne
Peaudière de,Personne
Péchagut,Personne
Pegaut,Personne
Pelerin,Personne
"Pelletier, Guillaume",Personne
Peltan,Personne
Pensens de,Personne
Peredo Mademoiselle de,Personne
"Perrin, Alexis Bonaventure",Personne
"Perrin, Jean",Personne
Perrinet,Personne
Perron (alias : Péron),Personne
Persin de,Personne
Perth Duc de,Personne
"Pessou, André",Personne
Petit Dame,Personne
Peuple,Personne
"Piat, Jean",Personne
"Picard, Zacharie",Personne
Pick,Personne
"Pilard, François dit La Douceur",Personne
"Pinaud, Jean",Personne
Pionsac M. de,Personne
Piou,Personne
Piron,Personne
"Piron, Jeanne",Personne
Piston,Personne
Planchemeunier de La Lande de,Personne
"Platon, David",Personne
Pointel de La Bergerie,Personne
Polignac de,Personne
"Pomier, François",Personne
Pons de,Personne
"Pons, Jacob",Personne
"Pons, Princesse de",Personne
Ponsery de,Personne
Ponthieu Chevalier de,Personne
Pontmarois de,Personne
Porcheron,Personne
Pousauges Marquis de,Personne
Préanval de,Personne
Preaux-Dognez,Personne
Preteseille,Personne
Primaigné,Personne
Putigny de,Personne
Querquelin de ,Personne
Quinaut,Personne
Radouay de,Personne
Raguienne de,Personne
"Rambaud, Pierre",Personne
Rambault (alias : Rambaud),Personne
Ramet Le Père,Personne
Ramezay de,Personne
"Ramier, François",Personne
"Rampault, François",Personne
"Rapiat, Pierre",Personne
Ratteau,Personne
Raymond Du Carlot,Personne
Réals Chevalier de,Personne
Reat,Personne
Rémonville de,Personne
"Renaud, Jean",Personne
"Renaudin, Thomas",Personne
Reneteau Demoiselle,Personne
Renon de,Personne
Ressons de,Personne
Reverdy de,Personne
Richebourg M. de,Personne
Ricouart,Personne
Ricouart Chevalier de,Personne
Ridasse,Personne
Rigault,Personne
"Ringuet, Pierre dit La Jeunesse",Personne
Riorteau,Personne
Riveaud (alias : Rivaud),Personne
"Robert, Marie",Personne
"Roch, Pierre",Personne
Rochalar Chevalier de,Personne
Rochambault de,Personne
Rochechourd de,Personne
Roderic de Vérac de,Personne
"Rodrigue, Etienne dit Saint-Louis",Personne
"Roland, Gabriel",Personne
Roquelaure Duchesse de,Personne
Roqueserrière de,Personne
"Rose, André",Personne
"Rosigat, Etienne",Personne
Rossel de,Personne
Rougeon,Personne
"Rougeon, Pierre di Saint-Sauveur",Personne
"Roullier, Jean",Personne
Rouquette,Personne
Rouvière,Personne
Rouville de ,Personne
"Roy, Pierre",Personne
"Rozier, Charles",Personne
"Ruffin, Antoine dit Boulonnais",Personne
"Sabatier, Pierre",Personne
Sabran de,Personne
Sabran-Darian,Personne
Sabrevois de ,Personne
"Sagé, Dominique",Personne
Sagorry,Personne
Saint-Amant de,Personne
Saint-André de ,Personne
Saint-Cirice,Personne
Saint-Clair Chevalier de,Personne
Saint-Clair de,Personne
"Saint-Denis de Tierceville, François",Personne
Saint-Fort de,Personne
Saint-Gelais Chevalier de,Personne
Saint-Hilaire de,Personne
Saint-Hubert,Personne
Saint-Jacques,Personne
Saint-James de,Personne
Saint-Julien Chevalier de,Personne
Saint-Leger Despannes,Personne
Saint-Leger La Sausaye,Personne
Saint-Ours Chevalier de,Personne
Saint-Ovide de,Personne
Saint-Palais Chevalier de,Personne
Saint-Pern de,Personne
Saint-Pierre Comte de,Personne
Saint-Pouange Madame de,Personne
Saint-Simon Duc de,Personne
Sainte-Colombe de,Personne
Sainte-Hermine de,Personne
Sainte-Marthe de,Personne
Sainte-Maure Marquis de,Personne
Salagnac de,Personne
"Salesse, Pierre",Personne
Salignac de,Personne
Salles de,Personne
Salmon,Personne
Sandré Demoiselle,Personne
"Sanson, Jean",Personne
Sapineau,Personne
Sapy,Personne
Saujon de,Personne
Saulger,Personne
Saumery Comte de,Personne
"Saunier, François",Personne
Sauvent,Personne
Savigny de,Personne
Saxe-Gotha Prince de,Personne
Second,Personne
Segonzac Baron de,Personne
"Segretier, René",Personne
Selle de,Personne
Selles Demoiselle de,Personne
"Sellier, Antoine",Personne
"Semichon, Jacques dit Blois",Personne
Senneterre Marquis de,Personne
Sérigny de,Personne
Seuré,Personne
Signoret,Personne
Silvecanne de,Personne
"Simon, Joseph",Personne
"Simon, Pierre",Personne
Soissons de,Personne
Sommereau,Personne
Sonolet,Personne
Sorel de,Personne
Sorel Marquis de,Personne
Soubras de,Personne
Souvent,Personne
Taforret Demoiselle,Personne
Taillasson ,Personne
Taillevin,Personne
"Tamagnon, Hermitte",Personne
Tartas,Personne
"Temple, De Rex",Personne
Terrienne,Personne
Thois Chevalier de ,Personne
Thourette,Personne
"Tiersan, Marc",Personne
"Tieulet, François",Personne
Tilly de,Personne
Tivas,Personne
"Tivet, Pierre dit Desmoulins",Personne
Tonty,Personne
Torcy de,Personne
Toumier,Personne
Toussaint ,Personne
Tremureau,Personne
"Tripot, Sébastien",Personne
"Truc, Thomas",Personne
"Trucq, Jean",Personne
Trusseau Chevalier de,Personne
"Turbé, François",Personne
Turgot,Personne
Turle de,Personne
Tusseau Chevalier de,Personne
Vacquerolles,Personne
Valancourt de,Personne
"Valet, Bernard dit Saint-Palais",Personne
Valles de,Personne
Vallier,Personne
Valmenière de (alias : Valmenier),Personne
"Vandart, Pierre dit Saint-Vincent (alia : Vandas)",Personne
Vandosme-Huet (alias : Vendosme),Personne
Vandril Lefel,Personne
Vanolles de ,Personne
"Vantable, Michel",Personne
Vantil,Personne
Vaudreuil M. de,Personne
Vaumorant,Personne
Vaux-Mimars de,Personne
"Veillon, Jacques",Personne
Venderhult,Personne
"Venier de (alias : Veniers, Venière)",Personne
"Verdillon, André dit La Marche",Personne
"Verdon, Daniel (alias : Verdois)",Personne
"Verdon, Jean dit Dubuisson",Personne
Verduc,Personne
"Veret, André (alias : Verret)",Personne
"Veret, Bernard",Personne
Vergnault,Personne
Verville de,Personne
Viart-Lamirault,Personne
"Viau, Pierre",Personne
"Vien, Pierre",Personne
Vienne de,Personne
Vigaud,Personne
"Viger, Isaac",Personne
Vignaud,Personne
Villars,Personne
Villeray de,Personne
Villermin de,Personne
Villeroy Maréchal de,Personne
"Villeur, Jérémie",Personne
Villuisant de,Personne
"Vincent, Charles",Personne
"Voisin, Pierre dit La Franchise",Personne
Voisy,Personne
Voutron de,Personne
Vret,Personne
"Vret, Bernard",Personne
"Vrignaud, Pierre",Personne
Abbesse l’,Personne
Acou,Personne
Adrien Philibert,Personne
Aleu Adrien,Personne
Allain Jacques,Personne
Allaire Esther,Personne
Alleaume Nicolas,Personne
Allenet Samuel,Personne
Alquier de la Rambergue,Personne
Amman,Personne
Ange,Personne
Angerant,Personne
Antoine Jean,Personne
Archambaud Pierre,Personne
Archambault Jean,Personne
Archary,Personne
Ardillon Jean,Personne
Ardouin Mathurin,Personne
Armand Jacques,Personne
Arnaud Jacques,Personne
Arnaud   ,Personne
Arnoult Jacques,Personne
Artigues,Personne
Aubruchet-Montolier Pierre,Personne
Auday Martin,Personne
Audiffredy,Personne
Audifredy,Personne
Aufray Louis,Personne
Auger Louis,Personne
Augeraud François,Personne
Augereau François,Personne
Autrusseau Jean,Personne
Avoine André,Personne
Babaud,Personne
