unittitle
"Guillonneau, René"
"Héraud, Daniel"
"Himbert, Jacques"
"Jardeau, Jean"
"Joly, Jean"
"Juge, Jean"
"Lamaison, Debois"
"Lamartinière, Jean"
"Langlume, Pierre"
"Lavau, Jean"
"Laverne, Marianne"
"Ledu, Catherine"
"Marchand, François"
"Mérique, Jean"
"Methereau, Pierre"
"Naulet, Jacques"
"Navarre, Robert"
"Noireau, Pierre"
"Normand, Jean"
"Patino, de"
"Perrault, Vincent"
"Phelipon, Pierre"
"Pinault, Mathieu"
"Radouay, de"
"Ravenel, de"
"Rochalar, du "
"Roux, André"
"Rulleau, Antoine"
"Saint-Vallier, de"
"Sainte-Gemme, de"
"Torcheboeuf-Lecomte, Angélique et Victorine"
"Vallée, Paul"
"Verneuil, de"
"Vidal, Anne"
"Virfond, Jean"
"Allain, Jacques"
"Auger, Louis"
"Autrusseau, Jean"
"Avoine, André"
"Badeau, Jacques et Fabien"
"Banville, de"
"Bariat, Michel"
"Barré, Charles "
"Bault, Jean"
"Beaucourt, François"
"Beauville, de"
"Becheron, de"
"Benault, Dame"
"Benoist, Alexis"
"Beuyer, de"
"Bihoreau, Denis"
"Biraut, François"
"Breslay, de"
"Bressin, de"
"Brisson, Pierre"
"Butran, Pierre"
"Cadouche, Ant. Dominique"
"Calmalh, de"
"Charon, Marc"
"Chazel, de"
"Chevalier, Jeanne"
Clerc du Guerteau
"Denizesery, Jacques"
"Dieuze, Jacques"
"Dizé, François"
"Donnet, Léonard"
"Dubois, Honoré"
"Ducoudray, Guimont"
"Duport, Jean"
"Dupuis, Vincent"
"Emine, Nicolas"
"Fausset, François"
"Ferrier, Pierre"
"Forge, de"
"Fortis, Burthe"
"Froment, Nicolas"
"Gapais, Louis"
"Garnier, Charles"
"Gaultier, Marie"
"Gautron, Etienne"
"Gémond, Pierre"
"Gerzau, Louis"
"Goubelet, Jean"
"Gourgues, Claude"
"Gournet, Antoine"
"Granau, Philibert"
"Guenegrad, Jean"
"Guerche, de"
"Guérit, Hilaire"
"Guillon, Jean"
"Houget, Mathurin"
"Jahan, René"
"Jamet, Pierre"
"Laffont, Guillaume"
"Lafilière, de"
"Lagrave, Marie-Antoinette"
"Lajaille, de"
"Lalande, Jean"
"Lamaisonfort, de"
"Lataille, Jean"
"Lavallette, de"
"Lavardin, de"
"Leboeuf, Antoine"
"Leboeuf, François"
"Lecoute, Jean"
"Libaut, Claude"
"Louvergny, de"
"Mabile, Claude-Thomas"
"Maillot, Jean"
"Maleissie, de"
"Martin, jean"
"May, Jean"
"Mayrat, de"
"Mazoulier, de"
"Melon, Jean"
"Mesnier, Jacques"
"Méthiveau, Pierre"
"Monrioux, de"
"Monségur, de"
"Monviou, de"
"Mouron, François"
"Moussion, Louis"
"Noinville, de"
"Normandin, Joupt"
"Nugue, Guillaume"
"Pavie, Jean"
"Petit, Fortis"
"Poupart, Jean-Baptiste"
"Purel, Florent"
"Raboteau, Constans"
"Rambourg, Etienne"
"Ricols, de"
"Rolland, François"
"Rollandeau, Jean"
"Roulet, François"
"Roulleau, Antoine"
"Roullet, Gabriel"
"Rouvroy, de"
"Saint-Amant, de"
"Saint-Victor, de"
"Sardon, Pierre"
"Sartre, de"
"Sordy, Charles"
"Stal, Jean"
"Ternin, Julien"
"Tesson, Nicolas"
"Testart, Etienne"
"Verron, Guillaume"
"Viaud, Pierre"
"Vic, de"
"Vié, Pierre"
"Vienne, de"
"Vieuxchamps, de"
"Villardeau, de"
"Villers-Framure, de"
"Vincheguerre, de"
"Vinet, Jean"
"Alleaume, Nicolas"
"Allenet, Samuel"
"Archambault, Jean"
"Ardillon, Jean"
"Barillon, Etienne"
"Barrère, de"
"Baudouin, Charles"
"Beaules, de"
"Belisle, de"
"Belnau, Joseph"
"Benard, Michel"
"Benezy, Nicolas"
"Beuf, Thomas"
"Billaud, Antoine François"
"Bizaut, François"
"Boitié, chevalier de"
"Bone, chevalier de"
"Bonneau, Louis"
"Bonneteau, Antoine"
"Bourges, de"
"Boussary, Daniel"
"Brunetier, Jean"
"Bureau, André"
"Bureau, Jeanne"
"Caille, Isabelle "
"Calvimont, de"
"Charnacé, de"
"Chasseur, Amadé de"
"Chateaubardon, Monsieur de"
"Chezar, de"
"Coatéric, de"
"Colinet, François"
"Courbon, Blénac de"
"D’Escoublan, chevalier"
"Deau, Louis"
"Dieterich, Alexis"
"Dodin, Louis"
"Duverger, André"
"Dyel, Duparquet"
"Encker, Laurent"
"Favier, Jean"
"Fayet, Marquis de"
"Fontriveaux, de"
"Forant, Monsieur de"
"Forcade, de"
"Gascherie, de"
"Gasnier, Jacques"
"Gaulet, Nicolas"
"Gauvain, Jean-Baptiste"
"Giraud, Blaise"
"Giraudet, Daniel"
"Glapier, chevalier de "
"Godard, de"
"Gosset, Jean"
"Goudin, Jeanne"
"Granchamps, de"
"Grandvil, de"
"Groudel, Philippe"
"Guilbaud, Jacques"
"Hallé, Antoine"
"Haston, Louis"
"Hausen, Jean-Hugo"
"Hérault, François"
"Hervé, Jean"
"Kerjaumol, de"
"Kusoret, de"
"L’étanduère, de"
"La Roche, de"
"Labadie, de"
"Labuissonnière, de"
"Lagautrais Harpain, de"
"Lagorgendière, de "
"Lagrange-Beaucorps, de"
"Lamothe-Aigron, de"
"Larochalar, Monsieur de"
"Latrémouille, de"
"Latresne, de"
"Lemaître, Joseph"
"Lesormel, de"
"Letard, Guillaume"
"Lignières, de"
"Lonchamps, de"
"Longchamps-Montendre, de"
"Lopinot, de"
"Machefolière, de"
"Maillevaud, de"
"Marchainville, de"
"Menu, Pierre"
"Mesnier, Paul"
"Mirmont, de"
"Mongriveu, François de"
"Montalembert, de"
"Montlevrier, de"
"Montvert, de"
"Moreau, Louis"
"Musinot, de"
"Nogent, de"
"Nolent d’Emauville, de"
"Nolinos, de"
"Nouailles, de"
"Palliau, Pierre"
"Pardieu de Berteville, de"
"Patoizeau, Jean"
"Pavan, de"
"Pelisson, Guillaume"
"Petit, Jean"
"Pierremenu, de"
"Placier, Nicolas"
"Pouillou, Henry"
"Préteseille, de"
"Romagny, de"
"Ronega, Jean"
"Sabran-Salperme, de"
"Saulger, de"
"Seel, de"
"Size, Charles"
"Sormel, de"
"Sureau, Jean"
"Tourisseau, Marguerite"
"Vassan, de"
"Veaumimars, de"
"Videau, Nicolas"
"Villejouin, de"
"Villeluisant, de "
"Villiers-Fransure, de"
"Vincendeau, Jean"
"Voutron, de"
"Watteville Sigismond, de"
"Appougny, d’"
"Billy, de"
"Cail, Jean"
"Clerget, Nicole"
"Donis, Louis"
"Favereau, René"
"Fénéraut, Jean"
"Francheville, de"
"Guichene, Pierre"
"Labrousse, Claude"
"Martou, de"
"Meunier, Joseph"
"Piot, Jean"
"Balafer, Isaac"
"Barrière, François"
"Beauregard, Monsieur de"
"Benneville, Monsieur de"
"Bernard, Geneviève"
"Bernardeau, Marguerite"
"Bertet, de"
"Bienville, Monsieur de"
"Bigot, Mlle"
"Blanchet, Marie"
"Boinot, Jean"
"Boisdebon, André"
"Bourjolly, de"
"Brelay, Jacques"
"Briaman, Guillaume"
"Calbrun, Isidore"
"Cassé, François"
"Charles, Joseph"
"Charpentier, Joseph"
"Chatelier, Pierre"
"Chevigny, de"
"Cholennec, de"
"Conflans, Chevalier de"
"Coulombe, Monsieur de"
"Couturier, l’abbé"
"Damphoux, Mme"
"Dan, Laurent"
"Didon, Messac"
"Durand, Nicolas"
"Duvillier, Pasquier"
"Favrot, Monsieur de"
"Ferou, Louis"
"Fetiveau, Etienne"
"Flatron, Louis"
"Fleschet, Nicolas"
"Foligny, de"
"Fontemoing, Emmanuel"
Freneau
"Geslain, Blaise"
"Girenton, de"
"Giret, Etienne"
"Hémard, Léonard"
"Hubert, Antoine"
"Jarriay, de"
"Joubert, Jean"
"Lacordinière, de"
"Lamaison, de"
"Lavannerie, de"
"Liebon, Jean"
"Linières, de"
"Maindre, Etiene"
"Maindron, Jean"
"Mallet, Marie Jeanne"
"Marcellange, de"
"Marion, Pierre"
"Marty, de"
"Massieu, de"
"Meistre, Jean"
"Meloise, de"
"Méré-Brossin, de"
"Merveilleux, de"
"Micheau, Jacques"
"Mondrelois, de"
"Noé, de"
"Pichaud, Charles"
"Portet, Jean"
"Poupard, Jean"
"Prigent, Le Moal"
"Raby, François"
"Raimond, Pierre"
"Réals de Borcal, de"
"Renard, Edme"
"Ressous, de"
"Robin, Marie"
"Saillant, de"
"Saint-Maimy, de"
"Saint-Pierre, de"
"Sale, Pierre"
"Schaap, Claas "
"Simon, de"
"Vergés, de"
"Vienne, Monsieur de"
"Vieuxchant, de"
"Villefranche, de "
"Villeneuve, de"
"Ausmand, Thomas"
"Bastien, Pierre"
"Beauclerc, Milord"
"Beauharnais-Beaumont, de"
"Beauharnais, Monsieur de"
"Beaujeu, Monsieur de"
"Beauquaire, de"
"Biron, de"
"Blanchard, François"
"Blémur, de"
"Boisseau, Joseph"
"Bourgeois, Michel"
"Bretauville, de"
"Casenare, de"
"Chadouteau, Louis"
"Charlet, Michel"
"Chateaugué, Madame de"
"Claude, Jean"
"Confoulens, Bernard"
"Contrecoeur, de"
"Courbon, Mme de "
"Coustand, Arnaud"
"Crezol, de"
"D’Ars, madame"
"Durocher, Etienne"
"Ernault, Pierre"
"Flamenville, Marquis de"
"Gabaret, Monsieur. de"
"Gautier, Augustin"
"Goyon, Jean-Baptiste"
Granguillaume
"Hamon, Jean"
"Hutteau, René"
"Jarret, Pierre"
"Labarre, Michel deLabarre"
"Labouchardière, de"
"Lacombe, Etienne"
"Lafossinguant, de "
"Lagalissionière, de "
"Lahaye, de"
"Lanoue, Saint Martin"
"Laplagne, de"
"Larochejaquelein, de"
"Liesta, de"
"Ligouyer, Madame de"
"Marolles, Philippe de"
"Martineau, Pierre"
"Mathieu, Gabriel"
"Mesmes, Le Baillé de"
"Michel, Louis"
"Montigny, de"
"Nouvant, François"
"Pictersz de Wilde, Simon"
"Pinault, René"
"Quierthon, François"
"Reingle, Jean"
"Réquiston, de"
"Saint-Hilaire, de"
"Surblé, de"
"Travers, Hubert"
"Albert, Pierre"
"Amelineau, Jean"
"Autain, Pierre"
"Babin, Pierre"
"Barbaud, François"
"Bardel, Simon"
"Barraud, Alexis"
"Baudouin, Jean"
"Beau de la Vincende, Charles"
"Béchet, André"
"Berthelot, François"
"Berthelot, Jacques"
"Bertret, Joachim"
"Bitaud, Aimé"
"Boin, Nicolas"
"Bordier, Etienne"
"Boureau, Laurent"
"Bouriau, Laurent"
"Bouron, André"
"Boyer, Laurent"
"Calvet, Jérôme"
"Cantin, François"
"Chapelin, Nicolas"
"Chateaurenard, de"
"Chauvry, de"
"Cheverry, de"
"Chinson, Jean"
"Corail, Pierre"
"Coulons, chevalier de"
"Crémont, de"
"Cresnay, Baron de"
"Dano, chevalier"
"Desfourneaux, Garoye"
"Desmaisons, Jean d’arvert"
"Dubreuil, Rampillon"
"Duplessis, Michel"
"Dupuy, Cochon"
"Egonnière, Simon"
"Gapayer, Henry"
"Gautreau, Etienne"
"Geay, Pierre"
"Gervais, le frère"
"Gillet, Pierre"
"Giloir, Jean"
"Godineau, François"
"Guay, Pierre"
"Guérin, Pierre"
"Guillomon, Barthélémy"
"Huquet, Thomas"
"Huvé, Jacques"
"Jaquet, Louis de"
"Jussieu, Monsieur de"
"Lagorre, André"
"Lamothe-Bigot, de"
"Laperlier, Philibert"
"Laroche, de"
"Laroutière, chevalier de"
"Lauberdrie, Baudouin de"
"Lelatteur, Pierre"
"Macquillé, de"
"Marion, François"
"Martel, Pierre"
"Melu, Jacques"
"Monbron, Pierre"
"Monguy, Pierre"
"Morailleau, François"
"Mullon, Jean"
"Nadau, François"
"Penaud, Jacques"
"Penotay, Jean"
"Pineteau, Pierre"
"Poitiers, François"
"Pont Paul, de"
"Pontfarcy, de"
"Renne, Etienne"
"Roquecave, de"
"Salgnac, de"
"Thomas, Matturin"
"Tixier, Nicolas"
"Alexander, Alexandre"
"Anqueville, chevalier d’"
"Antin, marquis d’"
"Baudry, Monsieur de"
"Beaucours, de"
"Bertet, Joseph "
"Bouriaud, Blaise"
"Brunet, Antoine"
"Bureil, Victor"
"Cadeville, Monsieur de"
"Cavagnol, de"
"Charrier, Augustin"
"Chauveau, Marie"
"Chevreux, René"
"Coeffier, Antoine"
"Combes, de"
"Costar, Mme"
"Coudreau, de"
"D’Arcy, marquis"
"D’Artagnan, comte"
"Dartaguiette, Diron"
"David, René"
"Duras, Mme de "
"Duroch, demoiselle"
"Eno, Jean-Baptiste"
"Gaboriau, Sébastien"
"Gérard, Etienne"
"Guibert, Fleury"
"Guillers, de"
"Hupé, antoine "
"Lamesselière, de"
"Landrin, Jacques"
"Langlade, Jean"
"Loumeau, Pierre"
"Marissy, Joseph"
"Melle, Charles"
"Meynier, Guillaume"
"Michel, Augustin"
"Neveu, Charles"
"Pineau, Dom"
"Pinsonneau, François"
"Riou, Olivier"
"Robert ,Jean"
"Robert, Jean"
"Thiverny, de"
"Valette, Monsieur de"
"Villette, madame de"
"Volivert, Thomas"
"Volvire, de"
"Vouillay, de"
"Vozain, Olivier de"
