nom,type,ID
"Lorge, Le Maréchal de",P,P6453
Lortie des Brions,P,P6458
Lothon,P,P6470
Lottin,P,P6473
Loubon,P,P6480
Loure,P,P6493
Lourme,P,P6494
"Louvigny, Sieur de",P,P6501
"Louvois, Abbé de",P,P6505
"Louvois, Le Marquis de",P,P6506
"Lubert, Sieur de",P,P6516
"Lucan, Sieur de",P,P6519
Lully,P,P6528
Luneau,P,P6532
"Lusignan, Sieur de (alias Luzignan)",P,P6541
"Madec, Laurent",P,P6590
Mademoiselle de Montpensier,P,P6591
"Magne, Dame de",P,P6592
"Maigne, Dame de",P,P6603
Maingault,P,P6620
"Maintenon, M. de",P,P6622
"Maintenon, Madame de",P,P6623
Makarel,P,P6634
Malet,P,P6641
Mallet,P,P6647
Manguy,P,P6680
Maniban,P,P6681
Manigault,P,P6682
Manot,P,P6688
"Manse, Sieur de",P,P6690
Manuel,P,P6691
Marbeuf,P,P6692
"Marcognet, Sieur de",P,P6718
Marcolay,P,P6720
"Mardoit, Le chevalier de",P,P6725
"Marèges, Sieur de",P,P6850
Marest,P,P6730
Maret,P,P6731
"Mareuil, Sieur de",P,P6733
Marias,P,P6741
Marie,P,P6743
"Marigny, Le capitaine de",P,P6750
"Marillac, Le chevalier de",P,P6754
Marin,P,P6757
Mariol,P,P6763
Mariollay,P,P6766
"Marsan, Comte de",P,P6794
"Marsilly, Vicomte de",P,P6800
"Martel, Catherine",P,P6807
"Martel, Dame de",P,P6808
"Martel, Judith",P,P6809
"Martel, Sieur de",P,P6810
Martin,P,P6819
Masse,P,P6854
Massé,P,P6880
Massiot,P,P6863
Masson,P,P6869
"Masson, Mathurin",P,P6874
"Massonne, La nommée",P,P6877
"Maubec, Amable",P,P6897
Mauclerc,P,P6906
Maudet,P,P6911
"Maupeou, Le Chevalier de",P,P6922
"Mauprié, Dame de",P,P6926
Maurice,P,P6935
"Maurville, Bidé de",P,P6938
Mayer,P,P6950
Melon,P,P6972
Ménardeau,P,P7417
Méré,P,P7426
"Merlas, Marguerite (alias Merlat)",P,P7003
Meslin,P,P7012
Mesnard,P,P7016
"Meusnier, Jean",P,P7047
"Meusnier, Veuve",P,P7048
"Mezy, de",P,P7056
Micheau,P,P7062
Michel,P,P7065
"Michel, Dame",P,P7071
"Michel, Veuve",P,P7074
"Mignard, Edouard",P,P7076
Millière,P,P7089
"Miossens, Madame de (alias Miossans)",P,P7098
"Miramion, Sieur de",P,P7104
"Miromesnil, Sieur de",P,P7108
Mithon,P,P7110
"Mondens, Sieur de",P,P7145
Monfort,P,P7151
"Monic, de",P,P7160
"Monis, de",P,P7164
Monsheureuil,P,P7175
"Montaumer, Sieur de",P,P7192
"Montbault, M. de",P,P7196
"Montbron, Le Chavalier de",P,P7200
"Monteil, Sieur de",P,P7207
"Montgeorge, M. de",P,P7214
"Montgon, Le chevalier de",P,P7218
Montigné,P,P7232
"Montléon, Sieur de",P,P7241
Montmort,P,P7245
Montortier,P,P7246
"Montortier, de",P,P7247
"Montségur, Sieur de",P,P7258
"Montyon, Le chevalier de",P,P7266
Moracin,P,P7272
Morain,P,P7275
Morant (alias Morand),P,P7280
Moré,P,P7343
Moreau,P,P7284
"Moreau, Gilles-François",P,P7292
Morel,P,P7300
Morel de La Forest,P,P7301
Morin,P,P7311
Mornac,P,P7325
"Mornac, Sieur de",P,P7326
"Mortagne, Sieur de",P,P7335
"Mortemart, Duc de",P,P7337
"Morveaux, Comte de",P,P7341
Mouchard,P,P7357
Moufle,P,P7365
Mouillot,P,P7366
Mousnier,P,P7383
"Moyencourt, Sieur de",P,P7397
Nadeau,P,P7434
Nadreau,P,P7443
"Nauclair, de",P,P7450
"Naudin, Veuve",P,P7457
Nauger,P,P7459
Nectoux,P,P7479
Nelson,P,P7480
"Nesmond, Marquis de",P,P7483
"Neuilly, Sieur de",P,P7486
"Neuvillette, de",P,P7494
Neveu,P,P7495
Nicolay,P,P7503
Niquit,P,P7510
"Nivert, Henri",P,P7512
"Noailles, Le Chevalier de",P,P7515
Noel,P,P7517
"Nointel, de",P,P7525
"Noirmoutiers, Le Duc de",P,P7528
"Norcy, Sieur de",P,P7544
Nordin,P,P7545
"Noré, Le Chevalier de",P,P7556
"Nossay, de",P,P7558
Noué,P,P7566
Nouet,P,P7561
"Nuaillé, Le Chevalier de",P,P7579
"Nyoullon, Claude",P,P7582
Ollivier,P,P7598
"Ollivier, Jean",P,P7601
Oriou,P,P7605
Pacaut (alias Pacault),P,P7620
Pachot,P,P7622
Palu de Fontenay,P,P7644
Papin,P,P7653
Paret,P,P7672
"Pasdejeu, Sieur de (alias Padejeu)",P,P7696
"Pasdejeu, Sieur de (alias Padjeu)",P,P7697
Pasquier,P,P7701
Patissier,P,P7705
Patoulet,P,P7708
Payen,P,P7723
Pellé,P,P7762
"Pelletan, Abraham",P,P7749
Pelletier,P,P7752
"Penarier Des Brions, Madame",P,P7767
"Pennes, Sieur de",P,P7772
Pépin,P,P8133
Péribau,P,P8136
"Perot, Vincent",P,P7798
Perrault,P,P7801
"Perrinet, Sieur de",P,P7816
Perrot,P,P7821
"Persin, Sieur de",P,P7828
"Persy, de",P,P7831
Petit,P,P7839
Petit de Boisselle,P,P7845
Petitval,P,P7857
Phelipon,P,P7868
"Phelypeaux, Jérôme",P,P7872
Phillipon,P,P7880
"Picard, Jean",P,P7888
Pichon,P,P7893
Pinard,P,P7921
"Piniot, Demoiselle",P,P7934
Piton (alias Pitton),P,P7955
Pivert,P,P7957
"Planta, Sieur de",P,P7963
"Pléneuf, Sieur de",P,P7973
"Plésac, de",P,P7974
"Plumier, [Charles]",P,P7971
"Poiney, M. de",P,P7981
"Pointis, M. de",P,P7984
Poitier,P,P7992
"Polignac, Abbé de",P,P7997
"Pomereu, Sieur de",P,P8005
"Pommery, Gabriel dit La Champignère",P,P8012
"Pontchartrain, Louis comte de",P,P8033
"Ponty, Sieur de",P,P8043
Porrée,P,P8046
Portier,P,P8053
Potier,P,P8055
Pottier,P,P8058
"Poudens, Le chevalier de",P,P8059
"Poulain, Veuve",P,P8066
Pouliou,P,P8069
Poulletier,P,P8071
Poussard,P,P8077
Poux,P,P8078
"Pradines, Le chevalier de",P,P8080
"Prévost, Veuve",P,P8119
"Prioux, Les sœurs",P,P8100
Prou,P,P8106
Prunier,P,P8111
"Puymuré, Mademoiselle de",P,P8129
Racine,P,P8177
"Raffin, Etienne",P,P8183
Raguienne de Mareuil,P,P8187
"Rambaut, Josué",P,P8201
"Rambure, Sieur de",P,P8203
"Rame, Veuve",P,P8207
"Rancogne, Le chevalier de",P,P8218
Rangeart,P,P8221
"Ranque, Michelle Texier de",P,P8223
"Rateau, Jacques",P,P8236
Ratrau,P,P8239
Raubois,P,P8243
Raymond,P,P8255
"Raymondis, Sieur de",P,P8262
"Reals, M. de",P,P8264
"Reculot, Sieur de",P,P8270
Regnaud,P,P8273
Régnier,P,P8622
"Rémy, Jean",P,P8629
Renau,P,P8293
Renaud Latraversie,P,P8297
Renaut,P,P8310
Rénier (alias Régnier),P,P8631
"Rénier, Pierre",P,P8632
Resgnier,P,P8323
Rey,P,P8333
Rhodon (alias Rodon),P,P8342
"Richard, Pierre",P,P8354
"Richebourg, Sieur de",P,P8360
Ricouard,P,P8367
Rigaud,P,P8377
Rigord,P,P8384
Riverin,P,P8398
"Roanez, Le chevalier de",P,P8405
Robelin,P,P8407
Robert,P,P8410
"Robert, Pierre",P,P8419
"Robinet, Demoiselle",P,P8425
Robiot,P,P8428
"Roche, Pierre",P,P8439
Rochefort,P,P8445
"Rochesnart, Demoiselle de",P,P8449
Rochette,P,P8450
"Rocmador, Sieur de",P,P8451
Roger des Motteux,P,P8459
Roland,P,P8465
"Rolland, Jean",P,P8469
"Rolland, Nicolas",P,P8470
Rome,P,P8480
Romegoux de Blénac,P,P8481
Rondeau,P,P8484
"Roquart, Le chevalier de",P,P8488
"Roquefeuilles, Sieur de",P,P8492
Roquette,P,P8497
Rosier,P,P8499
Rouet,P,P8517
"Rougemont, Sieur de",P,P8519
Rouillé,P,P8522
Rousseau,P,P8537
Rousseau d'Orfontaine,P,P8539
Roussel,P,P8541
"Roussel, Sieur de",P,P8543
Roussin,P,P8550
Rouvières,P,P8556
"Rouvroy, Le chevalier de",P,P8559
Roux,P,P8561
"Roux, la fille de la veuve",P,P8567
"Roux, Louis",P,P8565
"Rubin, François",P,P8586
Saccardy (alias Sacardy),P,P8648
"Sage, Jean",P,P8651
"Sageant, Mathieu (alias Sagean)",P,P8652
Saige,P,P8657
"Saint-Abre, Le chevalier de",P,P8666
Saint-Aubin,P,P8679
"Saint-Aulaire, de",P,P8685
Saint-Bris,P,P8686
"Saint-Clair, Sieur de",P,P8693
Saint-Eloi,P,P8698
"Saint-Estève, M. de",P,P8699
Saint-Gilles,P,P8710
"Saint-Hermine, de",P,P8711
"Saint-Hilaire, Demoiselles de",P,P8714
Saint-Laurent,P,P8728
Saint-Léger,P,P8733
Saint-Léger de La Saussaye,P,P8734
"Saint-Luc, de",P,P8732
"Saint-Mar, M. de",P,P8745
Saint-Martin,P,P8752
"Saint-Martin, de",P,P8755
Saint-Michel Dunezac,P,P8760
"Saint-Michel, de",P,P8763
"Saint-Olon, Sieur de",P,P8766
"Saint-Pol, Sieur de",P,P8781
Saint-Quentin,P,P8785
"Saint-Simon, Duc de",P,P8796
"Saint-Simon, Duchesse de",P,P8797
"Saint-Sulpice, Sieur de",P,P8801
"Sainte-Marie, de",P,P8824
Sainville,P,P8830
"Salignac, Sieur de",P,P8845
Salvat,P,P8855
Sanson,P,P8868
"Saujon, M. de",P,P8900
Sausse,P,P8916
Sauveur,P,P8925
Sauvion,P,P8927
"Savigny, de",P,P8940
"Segonzac, Sieur de",P,P8961
Seguier,P,P8964
Seignette,P,P8974
Selleron,P,P8983
"Serau, La Dame",P,P8991
"Sérigny, Sieur de",P,P9136
Serpault,P,P8994
"Serpault, Demoiselle",P,P8995
"Serpaut (alias Serpau, Serpaud, Serpault)",P,P8997
Serville,P,P9008
"Sève, M. de",P,P9132
Sibourre,P,P9016
Silly,P,P9027
"Simon, Yves",P,P9038
Sinson,P,P9047
Sivry,P,P9049
"Soissons, Madame la comtesse de",P,P9057
"Soubise, Mademoiselle de",P,P9075
"Soufry, M. de",P,P9081
"Souge, Sieur de",P,P9082
"Sourdis, Marquis de",P,P9093
Suraud,P,P9119
"Surgères, Le chevalier de",P,P9124
"Tadourneau, Isaac",P,P9142
"Tallemay, Sieur de",P,P9155
Talon,P,P9160
"Tandy, Nathanaël",P,P9165
Tarault,P,P9167
Tarragon,P,P9171
Tarrière,P,P9173
"Tasseran, Sieur de",P,P9179
"Taumur, Demoiselle de (alias Thaumeur)",P,P9185
"Teille, La Demoiselle",P,P9197
Teuleron,P,P9226
Thersmitte,P,P9231
Theus,P,P9232
Thevenot,P,P9233
Thibaud Dupaty,P,P9235
Thibaudeau,P,P9238
Thibault Desprès,P,P9241
"Thillorier, Pierre",P,P9250
Thomas,P,P9259
"Thomas, Jeanne",P,P9264
"Thomas, Veuve",P,P9267
Thuillier,P,P9275
Thury,P,P9276
"Tigné, Sieur de",P,P9290
"Tilly, Sieur de",P,P9294
Ting,P,P9297
Tiphaneau,P,P9298
Tolède,P,P9314
"Torcy, Jean-Baptiste marquis de",P,P9322
Toscane,P,P9330
Touchemarin,P,P9332
"Touchimbert, Le chevalier de",P,P9333
"Toulouse, Le comte de",P,P9338
Toumazon (alias Thomazon),P,P9342
"Touraud, Jean",P,P9344
"Tourouvre, Sieur de",P,P9354
"Tourville, Le Maréchal de",P,P9359
Traverse,P,P9371
Tresaguet,P,P9375
Tronchin,P,P9386
"Turmenyes, Sieur de",P,P9413
"Vaison, l'Evêque de",P,P9423
"Valbelle, Le chevalier de",P,P9430
"Vallemont, Sieur de",P,P9448
"Valmenière, Sieur de",P,P9463
Valossière,P,P9466
Vambeck,P,P9467
"Vandeuil, Sieur de",P,P9476
"Vanolles, Sieur de",P,P9486
"Varennes, de",P,P9495
Varin,P,P9497
Vatbois,P,P9505
"Vaubourg, de",P,P9509
"Vaudricourt, Sieur de",P,P9526
"Vaugiraud, Sieur de",P,P9528
"Vaulezard, de (alias Vaulezar)",P,P9532
Vaumignon,P,P9538
"Vauvré, M. de",P,P9543
"Veillart, Jean",P,P9555
Venelot,P,P9567
"Venneuelle, La prétendue comtesse de",P,P9571
"Verdille, de",P,P9577
"Verneuil, René de",P,P9592
"Véry, Elie",P,P9800
Vialet,P,P9607
"Vignier, Pierre",P,P9657
"Villebon, de",P,P9675
"Villeroy, Le Maréchal de",P,P9696
"Villette Mursay, Sieur de",P,P9703
"Villette, M. de",P,P9706
"Villiers, de",P,P9723
Vincens,P,P9736
"Vitou, Jean",P,P9748
"Vitou, Nicolas",P,P9749
"Vitré, Sieur de",P,P9751
Vivien de Puybalon,P,P9754
Vivier,P,P9755
Vivier (alias Du Vivier),P,P9756
"Viviers, M. de",P,P9758
"Voisin, Le Chevalier de",P,P9765
"Voutron, Demoiselles de",P,P9783
"Voutron, Madame de",P,P9784
Wincierll,P,P9808
Youf,P,P9812
Zacharie,P,P9815
"Acart, sieur",P,P7
"Achille, le frère",P,P10
"Affaneur, sieur, de Conteneuille",P,P20
Agoust,P,P22
"Agoust, sieur",P,P23
Alain,P,P28
Alaire,P,P30
Albert,P,P31
Allaire du Beignon,P,P48
"Amariton, madame",P,P73
Amiel,P,P81
Amiens,P,P82
Ance de Frise,P,P87
Andrieu,P,P91
"Appolinaire, le père",P,P109
Aramy,P,P112
Archambaud,P,P113
"Argenton, fils",P,P124
"Arger, alias Alger",P,P125
"Arnaud, le jeune",P,P137
Arnault,P,P142
Artur,P,P151
"Aubert de La Chesnaye, de Québec",P,P167
Aubon Jean,P,P175
Ausourd,P,P220
Avril,P,P236
"Baas, M. de",P,P242
"Babin de Raneville, sieur",P,P252
Babin des Forgeries,P,P253
"Babou, François",P,P257
Bachelier,P,P261
Bailleul,P,P273
Balliany,P,P288
Bance,P,P293
Barailh,P,P303
Barat,P,P309
Barnabau,P,P371
Baron de Laur,P,P375
Barraud,P,P384
Barrault,P,P387
Barret,P,P392
Basquin,P,P412
"Baubriand, sieur de",P,P430
"Baudrand, sieur de",P,P451
Baumefort,P,P464
"Baumefort, sieur de",P,P465
"Baumeny, les frères",P,P466
"Beauchamps, sieur de",P,P485
"Beauchesne, M. de",P,P489
"Beaugeay Legoux, sieur",P,P499
"Beauharnais, le chevalier de",P,P510
"Beaulieu, veuve de",P,P525
"Beauregard, sieur de",P,P550
Beccancourt,P,P576
"Beccancourt, sieur de",P,P578
Bécheron,P,P1497
Bécot,P,P1503
"Bégaud, Jean",P,P1506
"Bégnicourt, veuve",P,P1507
Bégon,P,P1508
"Bégon, l'intendant Michel (note page 322)",P,P1511
"Bégon, le chevalier",P,P1513
"Bélabre, marquis de",P,P1515
Béladon,P,P1516
Bélier,P,P1517
Bélin,P,P1519
Belladoux,P,P609
Bellamy,P,P611
"Bellefonds, sieur de",P,P622
"Belleville, sieur de",P,P629
Bellisle,P,P635
"Bellisle, M. de",P,P639
Bellivau,P,P641
"Belmont, M. de",P,P653
"Belmont, Mme de",P,P654
Benaudforest,P,P673
"Benet, veuve",P,P676
"Benoit, Elisabeth",P,P689
"Bény, sieur",P,P1525
"Bereil, sieur de",P,P696
Bergeret,P,P699
"Bernage, sieur de",P,P709
"Bernard, le père",P,P719
"Bernard, les demoiselles",P,P720
"Bernède, Pierre",P,P734
Bernessard,P,P726
Berquin,P,P736
Bertin ,P,P768
"Bertrand, Marie",P,P776
Béry,P,P1539
Besnard,P,P781
Betzebey,P,P794
"Bigotteau, sieur",P,P824
Bilbeau,P,P829
Billate,P,P830
Billaud,P,P831
"Billouin, Louis",P,P838
"Billy, sieur de",P,P842
Binet de Vaudremont,P,P849
Bion,P,P850
"Bion, Paul",P,P851
Bissonnière,P,P862
Blanchetière,P,P889
"Blénac, marquis de",P,P915
Blin,P,P899
Blot,P,P903
Bohier,P,P925
Bois de Villiers,P,P940
"Bois de Villiers, chevalier de",P,P941
Boishébert,P,P954
Boislève,P,P960
"Boispineau, sieur de",P,P973
"Boisrogue, M. de",P,P980
"Boisrond (de Saint-Léger de Boisrond), sieur de",P,P983
Boisseau de Ravelois,P,P992
"Boisseau, André",P,P993
"Boisval, sieur de",P,P1005
"Boizard, Lucien",P,P1010
"Bonnaventure, sieur de",P,P1042
"Bonne Amie, la nommée ",P,P1044
Bonneau,P,P1046
"Bonnegens, Charles de",P,P1055
Bonnemie,P,P1060
"Bonnemie, sieur de",P,P1062
"Bonnemort, sieur de",P,P1065
Bonneval,P,P1072
"Bonsecours, sieur de",P,P1083
"Bonsonge, sieur de",P,P1084
"Bonvourt, sieur de",P,P1089
Bordage,P,P1096
Boresdon,P,P1107
Bouchard,P,P1125
Bouchart,P,P1126
Boucher,P,P1128
"Boucheron, Jean",P,P1130
"Bouillaivres, sieur de",P,P1155
"Bouillié, Jacques",P,P1158
"Bouin de Messingnac, demoiselle",P,P1160
"Bouloc, M. de",P,P1170
Bourbelaine,P,P1180
Bourgeois,P,P1191
"Bourgogne, duchesse de",P,P1205
"Bourlet, la veuve",P,P1218
Boutard,P,P1229
"Boutefort, sieur de",P,P1231
Boutin,P,P1240
"Bouvet, M. de",P,P1254
"Boye, sieur de",P,P1267
Boys de Talsy,P,P1274
"Brach, M. de",P,P1279
"Bragelonne, sieur de",P,P1285
Branzon,P,P1298
"Brassac, contesse de",P,P1305
Breman,P,P1317
Brémond d'Ars,P,P1447
"Bréon, Paul",P,P1450
Bridou de Belleville et Cie,P,P1356
"Briosne, veuve",P,P1363
"Briot, Jacques",P,P1364
Brochaud,P,P1380
Brossart de Beaulieu,P,P1390
Brosset,P,P1393
Bru,P,P1405
Brunet,P,P1419
"Brunet, la dame",P,P1422
"Bruslé, Jacques",P,P1432
Brusley,P,P1430
Bulté,P,P1466
Burgaud,P,P1472
"Buterval, sieur de",P,P1488
"Cabanac, sieur de",P,P1550
"Cabassoles, sieur de",P,P1555
"Cailles du Teillay, sieur",P,P1577
"Caillet, Georges (alias Cagnyé) ",P,P1578
Calvaud,P,P1595
"Calvimont, Courtin de",P,P1599
"Calvimont, Mme de",P,P1601
"Cambray, veuve",P,P1608
"Campredon, sieur de",P,P1613
Camus Destouches,P,P1615
"Canart, Jean",P,P1618
Capdeville,P,P1626
"Carcauy, sieur de",P,P1634
"Cardaillac, dame de",P,P1637
Carmeline,P,P1643
"Carqueville, Alexis de",P,P1652
Carrion,P,P1656
"Carton, François",P,P1669
Castaing,P,P1683
"Castox, sieur",P,P1695
Catelin,P,P1697
Cauvet,P,P1711
Cavalier,P,P1717
Cavous,P,P1720
"Cayrols, sieur de",P,P1722
Chabon (alias Chabond),P,P1756
"Chaillé, dame",P,P1778
Chaillot Desmaine,P,P1775
"Chalais, comte de",P,P1785
"Chalons, M. de",P,P1790
Chamard,P,P1793
Chambellain,P,P1794
"Chambon, M. de",P,P1799
Chamillart,P,P1803
"Chamilly, maréchal de",P,P1807
"Champagné, chevalier de",P,P1813
"Champflour, Etienne de",P,P1817
"Champigny, M. de",P,P1822
"Chaon, sieur de",P,P1854
"Chaplet, Etienne",P,P1863
Chapusot (alia Chapuzot),P,P1868
Charier,P,P1880
"Charles, Louis",P,P1889
"Charmeneuil, sieur de",P,P1904
Charon,P,P1908
"Charon, commissaire",P,P1910
"Charon, sieur de (alias Charron)",P,P1911
"Charrier, fils ainé",P,P1923
Chasselas,P,P1934
"Chasteau, Jean",P,P1947
"Chasteleux, comte de",P,P1959
"Chastellain, sieur",P,P1961
Chastellan,P,P1962
"Chastillon, comte de",P,P1969
"Chastrier, le chevalier de",P,P1970
"Châteaubardon, M. de",P,P2142
"Châteauguay, sieur de",P,P2143
"Châteauguillaume, sieur de",P,P2144
"Châteaumorant, marquis de",P,P2146
"Châteauneuf, M. de",P,P2148
Châteaurenault,P,P2149
"Châteauvieux, sieur de",P,P2151
"Châtelaillon, sieur de",P,P2152
"Chavagnac, sieur de",P,P2037
Chavigny,P,P2041
Chenay,P,P2055
Chevallier,P,P2083
"Chevigné, M. de",P,P2087
"Chevillon, Habert",P,P2091
"Chevreuse, duc de",P,P2098
Chieze,P,P2112
"Chilis, sieur de",P,P2113
Choin,P,P2116
"Choiseul-Beaupré, M. de",P,P2119
Cholenec,P,P2121
Chottard (alias Chotard),P,P2137
Chottier,P,P2138
"Chouppe, sieur de",P,P2139
Chrétien,P,P2140
"Claye, M. de",P,P2189
"Clérac, sieur de",P,P2216
Clermont,P,P2202
"Coatudavel, sieur de",P,P2217
Cochaut,P,P2220
"Coetlogon, marquis de",P,P2229
"Cognac, François",P,P2231
"Coignard, le chevalier",P,P2235
Colinet (alias Collinet),P,P2252
Collet,P,P2255
"Collot, Philippe",P,P2256
"Colombe, M. de",P,P2258
"Comenge, comte de",P,P2268
"Comporté, sieur de (alias Composté)",P,P2273
Constant,P,P2294
Constantin,P,P2295
Corbin,P,P2312
"Cordemoy, abbé de",P,P2318
Couillandos,P,P2355
Couillaudeau,P,P2356
"Courbon-Blénac, chevalier de",P,P2386
"Courbon-Saint-Léger, M. de",P,P2389
"Cours Delaur, sieur de",P,P2403
Courtois,P,P2419
"Courval, sieur de",P,P2423
"Courville, sieur de",P,P2424
Cousté (alias Couté),P,P2435
"Couttant, Jacques",P,P2440
Couture,P,P2442
Couyer,P,P2448
Créanton,P,P2488
Cressé,P,P2472
Cret,P,P2474
Croiset,P,P2477
"Cugnac, sieur de",P,P2495
"Cullant Lesnier, sieur de",P,P2501
"Cullant, sieur de",P,P2504
D'Albleiges,P,P2522
D'Alesme,P,P2526
D'Arbouville,P,P2549
"D'Arquian, comte",P,P2556
"D'Aury, François",P,P2572
D'Ayderville,P,P2576
"D'Entragues, le chevalier",P,P2580
D'Eschillais,P,P2586
D'Escoyeux,P,P2589
D'Estienne de Beauregard,P,P2598
"D'Estrées, l'abbé",P,P2604
"D'Estrées, le cardinal",P,P2605
"D'Estrées, le comte",P,P2606
D'Herbault,P,P2615
"D'Illiers, la dame",P,P2626
"D'Illiers, le comte",P,P2627
"D'Irumberry, le chevalier",P,P2630
"D'Osmont, le chevalier",P,P2646
"Dagracia, Juan Fernandez",P,P2656
Daigremont,P,P2659
Dallanson,P,P2677
"Damon, chevalier",P,P2684
Dandenne,P,P2688
Dangibeaud,P,P2694
"Dannesay, dame",P,P2706
Dans Dautefort,P,P2711
Daret,P,P2730
Dargonne,P,P2732
Darivert,P,P2734
Darruiets,P,P2740
"Dartet Labat, Jean",P,P2744
Dassigny,P,P2748
Daubenton,P,P2752
"Daunis, demoiselle",P,P2768
Davaugour,P,P2773
"Daviaud, Charles",P,P2776
David ,P,P2778
Dayragues,P,P2791
Decheusse,P,P2797
Decours Delaur,P,P2800
Decourt,P,P2801
Decrest de Chigy,P,P2803
Deforge,P,P2808
Degascq,P,P2810
Degrange,P,P2816
Dehem,P,P2822
Dejean,P,P2824
"Delacombe, Jean",P,P2827
Delacoste,P,P2830
Delacour,P,P2832
"Delacour, fils",P,P2833
"Delaneau, dame Marguerite, marquise",P,P2852
Delavie,P,P2865
Deloube,P,P2881
"Demons, madame",P,P2890
"Demontis, Pierre",P,P2892
Deporteur Despres,P,P2906
"Derideau, Marie",P,P2908
"Derivière, le chevalier",P,P2909
Desallars,P,P2932
"Desaugiers, le chevalier",P,P2941
"Desbain, Pierre",P,P2944
Descharrières,P,P2965
Deschoisy,P,P2972
Desclausais,P,P2973
Descoulon,P,P2979
"Desdret, veuve",P,P2987
"Desessarts, veuve",P,P2991
Desgoutes Lasalle,P,P3003
Desgroisisle,P,P3016
Deshaulles,P,P3023
"Deshayes, Jacques",P,P3025
Deslandes,P,P3032
"Desmarattes, veuve",P,P3040
Desmarets,P,P3041
Desmont,P,P3048
Desmoulières,P,P3052
Desouche,P,P3057
Despannes (alias d'Espane),P,P3060
Despéroux (alias d'Espérou),P,P3072
Desplais,P,P3064
Devasles,P,P3089
Deygua,P,P3102
Dezatiers Cassé,P,P3104
Dimbert,P,P3116
Donat,P,P3140
Doraison de Saint-Louis,P,P3147
Dorgis,P,P3152
Dorlemont,P,P3160
Doroigne,P,P3164
Dorvilliers,P,P3166
Doublet,P,P3172
Doujat,P,P3174
Dubeignon,P,P3213
Duboulay,P,P3234
Dubouquet,P,P3237
Dubourg Labrunette,P,P3241
Dubrouillant,P,P3257
Dubuc (alias Du Bucq),P,P3260
"Ducasse, madame",P,P3273
Duchastel,P,P3281
"Duclerc, veuve",P,P3294
Ducoudray,P,P3300
Dudeffand de Gaubertin,P,P3309
"Dudéron, le chevalier",P,P3317
Dudezert,P,P3312
Dufaux,P,P3320
Dufour,P,P3331
Dufresmoy,P,P3334
"Dugaro, marquis",P,P3338
Duguay-Trouin,P,P3353
Duhamel,P,P3356
Duhéron,P,P3363
Dujardin,P,P3364
Dulino,P,P3374
Duluth,P,P3377
Dumas,P,P3388
Dumesnil,P,P3395
Dumesnil Rolland,P,P3398
Dumesnil Saint-Georges,P,P3399
Dumeynis,P,P3410
Dumont,P,P3414
"Dumont, Jean",P,P3419
Dumortier,P,P3424
Dupassage,P,P3445
Duperey,P,P3457
Dupetit Val,P,P3460
Duplessis,P,P3468
Duplessis des Boulets,P,P3477
Dupont,P,P3487
"Duport, Abraham",P,P3497
Duprat,P,P3503
Dupré,P,P3505
"Dupré, Mathurin",P,P3508
Dupuy,P,P3511
"Duquesne, madame",P,P3527
Durand La Garenne,P,P3534
"Duras, duchesse de",P,P3550
Durecours,P,P3554
Durivaud (alias Duriveau),P,P3568
Duroch (alias Duroc),P,P3571
Durocher,P,P3573
Duru,P,P3580
Duteillay,P,P3593
Duvau,P,P3616
Duvivier Thomas,P,P3637
Edelink,P,P3693
Esprinchard (alias Espinchars),P,P3716
Evrard Duhamel,P,P3727
Faneuil,P,P3743
"Farcy, sieur de",P,P3747
"Faure, Paul de",P,P3761
"Favry, demoiselle",P,P3781
"Fenis Laboissière, sieur de",P,P3793
Ferarois,P,P3798
Feray,P,P3800
"Féroles, sieur de",P,P4068
Ferrand,P,P3806
Ferrand de Cossay,P,P3807
Ferrand de Costa,P,P3808
"Ferreau, Charles",P,P3816
"Ferrière, le comte de",P,P3821
"Ferry, Moyse",P,P3825
"Fery, le père",P,P3827
"Feuquières, le chevalier de",P,P3835
Filleul,P,P3844
"Flaming, dame",P,P3856
"Floret, Daniel",P,P3873
"Foison, sieur de",P,P3875
Follet,P,P3879
"Folleville, sieur de",P,P3881
Fondelin,P,P3886
"Fontanieu, sieur de",P,P3897
"Fontenay, sieur de",P,P3905
Fontenelle,P,P3911
Fontenu,P,P3914
"Foran, Pierre",P,P3921
"Formel, Alexis",P,P3949
"Fort, Jacques",P,P3952
"Fort, Jaquette et Martiale",P,P3953
"Foucher, veuve",P,P3968
"Foucherolle, M. de",P,P3969
Fouchier,P,P3970
"Fourchelatière, Etienne",P,P3984
Foureau,P,P3986
Fournet,P,P3994
"Fouvey, M. de",P,P4004
"Foveau, Jacques",P,P4005
Fradin,P,P4009
"Frément, René",P,P4057
Froment,P,P4046
Frondat,P,P4049
"Fumée, le chevalier de",P,P4060
"Fussemberg, sieur de",P,P4063
Gaalon,P,P4073
Gabaret de l'Hérondière,P,P4084
Gabaret de la Mothe,P,P4085
"Gabaret, madame",P,P4089
Gacherie,P,P4104
"Gachinard, Jean",P,P4107
"Gadeuille, M. de",P,P4111
Gagemont,P,P4113
Gagny,P,P4114
"Gaillard, Rey",P,P4119
Galibert,P,P4125
"Galliffet, le chevalier de",P,P4136
Gallut,P,P4145
Galot,P,P4149
Ganeau,P,P4154
Garbuzard,P,P4166
Garet,P,P4176
"Gaspard de Aredonde, Don",P,P4201
"Gassion, sieur de",P,P4204
Gastineau,P,P4209
