function	ID	cID	geogname
Personne	P518	C2824	La Rochelle
Personne	P569	C2970	Canada
Personne	P569	C2964	La Rochelle, Canada
Personne	P569	C2966	la Seine
Personne	P569	C2967	Canada
Personne	P569	C2968	Canada
Personne	P569	C2969	Canada
Personne	P569	C2963	Canada, La Rochelle
Personne	P569	C2965	Toulon
Personne	P1650	C5929	
Personne	P1656	C5937	
Personne	P1656	C5936	Canada
Personne	P1656	C5938	
Personne	P1656	C5938	
Personne	P1660	C5942	Paris, Saintonge
Personne	P1667	C6116	Angleterre
Personne	P1667	C6115	Québec
Personne	P1669	C6118	Oléron
Personne	P691	N1653	
Personne	P691	C3388	Saintes.Lui
Personne	P691	C3390	
Personne	P691	C3389	
Personne	P691	C3387	Saintes
Personne	P691	C3386	
Personne	P691	C3385	
Personne	P761	C3599	Saintonge, Melle
Personne	P768	C3605	
Personne	P771	C3608	
Personne	P771	C3608	
Personne	P771	C3609	
Personne	P771	C3610	Toulouse, Verneuil
Personne	P809	C3703	Rochefort
Personne	P859	C3799	Île de Ré.
Personne	P922	C4039	
Personne	P1012	N2315	
Personne	P1012	C4263	
Personne	P1012	C4257	Rochefort
Personne	P1012	C4260	
Personne	P1012	C4262	
Personne	P1012	C4258	
Personne	P1012	C4258	
Personne	P1012	C4259	Rochefort
Personne	P1012	C4259	Rochefort
Personne	P1012	N2314	
Personne	P1012	C4256	Serville
Personne	P1012	C4261	
Personne	P1012	C4264	
Personne	P999	C4229	compagnie de la Maisonfort
Personne	P1072	C4410	Carthagène
Personne	P1081	C4419	Saintonge
Personne	P1090	C4447	La Rochelle
Personne	P1144	C4552	Acadie
Personne	P1144	C4553	Acadie
Personne	P1148	C4568	La Rochelle
Personne	P1148	C4560	La Rochelle, Zélande, Ré.
Personne	P1148	C4561	La Rochelle, Zélande, Ré.
Personne	P1148	C4559	La Rochelle, Guadeloupe, Paris
Personne	P1148	C4570	La Rochelle
Personne	P1148	C4567	
Personne	P1148	C4582	Invalides de la Marine, Bordeaux
Personne	P1148	C4563	
Personne	P1148	C4579	
Personne	P1148	C4580	
Personne	P1148	C4580	
Personne	P1148	C4581	
Personne	P1148	C4581	
Personne	P1148	C4573	La Rochelle
Personne	P1148	C4583	Invalides de la Marine, Bordeaux
Personne	P1148	C4583	Invalides de la Marine, Bordeaux
Personne	P1148	C4569	Bordeaux
Personne	P1148	C4569	Bordeaux
Personne	P1148	C4558	
Personne	P1148	C4585	Motte Ste-Héraye
Personne	P1148	C4562	Louisiane
Personne	P1148	C4574	
Personne	P1148	C4564	île Royale, Amérique
Personne	P1148	C4566	Colonies
Personne	P1148	C4565	Ministre
Personne	P1148	C4586	
Personne	P1148	C4584	Bordeaux
Personne	P1148	C4586	
Personne	P1148	C4587	
Personne	P1148	C4587	
Personne	P1148	C4571	La Rochelle, Louisiane
Personne	P1148	C4572	La Rochelle, Louisiane
Personne	P1148	C4576	
Personne	P1148	C4575	Saint Domingue
Personne	P1148	C4577	Louisiane
Personne	P1148	C4578	Louisiane
Personne	P1163	C4648	
Personne	P1163	C4644	Île d'Oléron
Personne	P1163	C4649	
Personne	P1163	C4645	tour de Chassiron
Personne	P1163	C4643	Oléron
Personne	P1163	C4642	Saint-Pierre-d'Oléron
Personne	P1163	C4647	
Personne	P1163	C4646	Bonnemie
Personne	P1186	C4710	Île d'Oléron
Personne	P1186	C4711	Île d'Oléron
Personne	P1186	C4709	ile d'Oléron
Personne	P1186	C4708	
Personne	P1281	C4978	la Grenade, la Grenade
Personne	P1281	C4977	
Personne	P1349	C5131	Louisiane
Personne	P1423	C5324	
Personne	P1423	C5323	
Personne	P1590	C5724	
Personne	P1497	C5510	Canada
Personne	P1515	C5543	La Rochelle
Personne	P1544	C5613	Vigo
Personne	P1544	C5614	La Corogne
Personne	P1544	C5615	La Corogne
Personne	P1544	C5615	La Corogne
Personne	P1544	C5612	la Corogne
Personne	P1544	C5616	
Personne	P1544	C5617	
Personne	P1544	C5619	Billy
Personne	P1544	C5611	Vigo, Rochefort
Personne	P1544	C5618	
Personne	P1544	C5609	la Corogne, Espagne, Billy
Personne	P1544	C5610	la Corogne, Espagne, Billy
Personne	P1639	C5894	Saint-Domingue, La Rochelle
Personne	P1639	C5895	Île de Ré.
Personne	P1639	C5896	
Personne	P1735	C6315	
Personne	P1760	C6369	Port-Louis, Zélande
Personne	P1760	C6370	Saint-Jean d'Angle, Nancras
Personne	P1760	C6371	
Personne	P1814	C6540	Louisiane, Pélican
Personne	P1824	C6553	Poitiers
Personne	P1830	C6560	Barèges
Personne	P1844	C6581	Île d'Oléron
Personne	P1860	C6605	port de Calais, La Rochelle, Maubec
Personne	P1860	C6608	
Personne	P1860	C6608	
Personne	P1860	C6606	La Rochelle
Personne	P1860	C6609	Rochefort
Personne	P1860	C6610	Rochefort
Personne	P1860	C6607	Panage
Personne	P1935	C6793	
Personne	P1966	C6850	
Personne	P1966	C6849	
Personne	P1971	C6854	Vannes, Saintonge, R.P.R.
Personne	P1976	C6860	Poitou
Personne	P1995	N4288	
Personne	P1995	N4289	
Personne	P2006	N4320	
Personne	P2006	N4321	
Personne	P2006	C7084	
Personne	P2006	C7083	
Personne	P2006	C7087	État
Personne	P2006	C7088	État
Personne	P2006	C7085	île Royale
Personne	P2006	C7085	île Royale
Personne	P2006	C7086	île Royale
Personne	P2006	C7082	
Personne	P2006	C7082	
Personne	P2039	C7177	
Personne	P2053	N4427	
Personne	P2053	C7215	
Personne	P2053	C7216	
Personne	P2066	C7386	
Personne	P2098	C7466	
Personne	P2098	C7465	
Personne	P2100	C7468	
Personne	P2113	C7495	Rochefort
Personne	P2140	C7561	Bordeaux
Personne	P2163	C7609	Rochefort
Personne	P2353	C8048	Mississipi
Personne	P2353	C8048	Mississipi
Personne	P2353	C8047	Louisiane
Personne	P2353	C8045	Île d'Oléron
Personne	P2353	C8046	Île d'Oléron
Personne	P2353	C8049	
Personne	P2354	N5004	
Personne	P2357	C8055	Lisbonne
Personne	P2357	C8056	Lisbonne
Personne	P2359	C8062	
Personne	P2359	C8059	
Personne	P2359	C8059	
Personne	P2359	C8060	
Personne	P2359	C8061	
Personne	P2361	C8063	Îles
Personne	P2243	C7815	
Personne	P2243	C7816	
Personne	P2243	C7818	
Personne	P2243	C7817	
Personne	P2243	C7819	
Personne	P2243	C7820	
Personne	P2260	C7879	La Rochelle, ferme des Gabelles, Indes
Personne	P2306	N4930	
Personne	P2321	C7980	
Personne	P2321	C7980	
Personne	P2331	C7998	
Personne	P2346	C8032	Chine
Personne	P2346	C8033	Chine
Personne	P2346	C8031	
Personne	P2346	C8030	La Rochelle
Personne	P2349	C8036	Saint-Domingue
Personne	P2432	C8250	La Rochelle, Îles
Personne	P2432	C8251	
Personne	P2448	C8301	Vitry
Personne	P2473	C8348	
Personne	P2473	C8347	
Personne	P2473	C8345	Îles de l'Amérique
Personne	P2473	C8346	La Rochelle
Personne	P2493	C9489	Canada, Pélican, Louisiane
Personne	P2493	C9490	
Personne	P2515	C9619	Cayenne
Personne	P2515	C9622	Cayenne
Personne	P2515	C9620	Cayenne
Personne	P2515	C9621	
Personne	P2517	C9640	La Rochelle
Personne	P2517	C9641	La Rochelle
Personne	P2517	C9642	La Rochelle
Personne	P2517	C9643	La Rochelle
Personne	P2517	C9639	Saintes
Personne	P2627	C9901	
Personne	P2627	C9905	
Personne	P2627	C9902	
Personne	P2627	C9906	
Personne	P2627	C9908	
Personne	P2627	C9903	Île de Whight, Portugal
Personne	P2627	C9904	Est
Personne	P2627	C9907	Îles de l'Amérique
Personne	P2643	C9956	Bayonne
Personne	P2643	C9957	Charente
Personne	P2665	C10020	la Havane
Personne	P2686	C10046	Lisbonne
Personne	P2737	C10162	
Personne	P2726	C10122	Martinique
Personne	P2726	C10120	Paris, Rochefort
Personne	P2726	C10121	Niort, Rochefort, Alcyon
Personne	P2749	N6034	
Personne	P2806	N6168	
Personne	P2806	C10392	
Personne	P2806	C10394	Pontchartrain, Phelypeaux, Dauphin, Îles d'Amérique
Personne	P2806	C10395	Bordeaux
Personne	P2806	C10393	Canada
Personne	P2806	C10390	Canada
Personne	P2806	C10400	
Personne	P2806	N6165	
Personne	P2806	C10397	Bellisle
Personne	P2806	C10398	Luçon
Personne	P2806	C10398	Luçon
Personne	P2806	C10396	Port-Louis
Personne	P2806	C10391	Brest
Personne	P2806	C10399	Herbiers
Personne	P2806	C10399	Herbiers
Personne	P2826	C10437	
Personne	P2836	N6227	
Personne	P2836	C10487	Fussemberg
Personne	P2836	C10488	Fussemberg
Personne	P2836	C10483	Loire, Echillais
Personne	P2836	C10474	Loire
Personne	P2836	C10495	Loire
Personne	P2836	C10476	Rochefort
Personne	P2836	C10491	Loire, Echillais
Personne	P2836	C10499	Echillais
Personne	P2836	C10492	Acadie
Personne	P2836	C10494	Acadie, Loire
Personne	P2836	C10501	
Personne	P2836	C10501	
Personne	P2836	C10477	Soubise
Personne	P2836	C10475	Soubise
Personne	P2836	C10490	
Personne	P2836	C10500	
Personne	P2836	C10489	Acadie, Loire
Personne	P2836	C10493	
Personne	P2836	C10486	
Personne	P2836	C10484	
Personne	P2836	C10485	
Personne	P2836	C10482	
Personne	P2836	C10498	
Personne	P2836	C10481	
Personne	P2836	C10480	
Personne	P2836	C10496	Eschillais, Louisiane
Personne	P2836	C10479	
Personne	P2836	C10478	Soubise
Personne	P2836	C10497	
Personne	P2836	C10502	Ses
Personne	P2855	C10562	Rochefort
Personne	P2880	N6328	
Personne	P2910	C10751	Rochefort
Personne	P2932	N6422	
Personne	P2932	N6422	
Personne	P2991	C10967	
Personne	P2991	C10968	
Personne	P2993	C10970	
Personne	P2999	C10979	Vigo
Personne	P3007	C11003	Lusignan
Personne	P3039	C11069	Brouage
Personne	P3065	C11112	
Personne	P3065	C11113	Palmier
Personne	P3066	C11114	Marennes
Personne	P3073	C11126	
Personne	P3082	C11158	Sables-d'Olonne
Personne	P3082	C11154	Sables-d'Olonne
Personne	P3082	C11155	
Personne	P3082	C11156	Sables-d'Olonne
Personne	P3082	C11157	Fera
Personne	P3088	C11165	Planchemeunier, Rancogne
Personne	P3088	C11164	Périgord, Les
Personne	P3095	C11281	
Personne	P3098	C11299	
Personne	P3098	C11298	Île d'Oléron
Personne	P3098	C11300	
Personne	P3155	N6846	
Personne	P3222	C11627	Île de Ré.
Personne	P3253	C11703	Rochefort
Personne	P3272	C11760	
Personne	P3293	C11813	
Personne	P3293	C11813	
Personne	P3293	C11814	
Personne	P3323	C11959	Amérique espagnole
Personne	P3323	C11960	Amérique espagnole
Personne	P3323	C11961	Amérique espagnole
Personne	P3323	N7247	
Personne	P3323	N7248	
Personne	P3323	C11957	
Personne	P3323	C11956	Brest, Rochefort
Personne	P3323	C11962	Réparations
Personne	P3323	C11958	
Personne	P3323	C11963	Intendance
Personne	P3323	C11954	
Personne	P3323	C11955	
Personne	P3332	N7277	
Personne	P3332	C11990	
Personne	P3332	N7274	
Personne	P3332	C11988	La Rochelle
Personne	P3332	C11988	La Rochelle
Personne	P3332	C11988	La Rochelle
Personne	P3332	C11989	La Rochelle
Personne	P3346	C12027	
Personne	P3346	C12026	
Personne	P3346	C12025	
Personne	P3346	C12023	
Personne	P3346	C12024	
Personne	P3354	C12035	Soubise
Personne	P3354	C12036	Soubise
Personne	P3354	C12034	
Personne	P3401	C12157	
Personne	P3419	C12229	Amirauté, Cayenne
Personne	P3452	C12406	département de Rochefort, Lusignan
Personne	P3457	N7575	
Personne	P3470	C12439	
Personne	P3470	C12438	Rochefort
Personne	P3520	C12662	
Personne	P3520	C12661	La Rochelle
Personne	P3542	C12726	Acadie
Personne	P3570	C12819	
Personne	P3570	C12824	
Personne	P3570	C12822	
Personne	P3570	C12821	
Personne	P3570	C12826	
Personne	P3570	C12825	
Personne	P3570	C12820	
Personne	P3570	C12823	
Personne	P3621	C13044	
Personne	P3654	C13146	La Rochelle
Personne	P3654	C13145	
Personne	P3654	C13144	Oléron
Personne	P3669	N8072	
Personne	P3669	C13189	Vénus
Personne	P3669	C13194	
Personne	P3669	C13190	Rio de Janeiro, Rochefort
Personne	P3669	C13191	Rio de Janeiro, Rochefort
Personne	P3669	C13191	Rio de Janeiro, Rochefort
Personne	P3669	C13192	Rio de Janeiro, Rochefort
Personne	P3669	C13193	Rio de Janeiro, Rochefort
Personne	P3697	C13286	
Personne	P3773	C13487	Maubec, Saint-Nicolas, La Rochelle
Personne	P3773	C13483	Fouras, Taillebourg
Personne	P3773	C13485	
Personne	P3773	C13484	
Personne	P3773	C13488	Réformé
Personne	P3773	C13482	
Personne	P3773	C13486	Rochefort
Personne	P3837	C13674	
Personne	P3860	C13786	La Rochelle
Personne	P3904	C13931	
Personne	P3904	C13932	
Personne	P3914	C13944	Loire
Personne	P3914	C13945	Loire
Personne	P3928	C13995	
Personne	P3928	N8677	
Personne	P3928	C13993	Auvergne, Rochefort
Personne	P3928	C13997	
Personne	P3928	C13994	
Personne	P3928	C13990	Auvergne
Personne	P3928	C13991	Nantes
Personne	P3928	C13988	
Personne	P3928	C13988	
Personne	P3928	C13989	
Personne	P3928	C13996	Rochefort, Namur, Dunkerque
Personne	P3928	C13987	Nantes, Orox, ile Royale
Personne	P3928	C13992	Chassiron
Personne	P4095	C15076	
Personne	P4112	C15120	Boston
Personne	P4112	C15119	
Personne	P4112	C15124	
Personne	P4112	C15126	
Personne	P4112	C15118	La Rochelle
Personne	P4112	C15125	La Rochelle
Personne	P4112	C15121	
Personne	P4112	C15115	
Personne	P4112	C15127	
Personne	P4112	C15128	
Personne	P4112	C15130	Phénix
Personne	P4112	C15114	
Personne	P4112	C15122	
Personne	P4112	C15116	La Rochelle
Personne	P4112	C15117	
Personne	P4112	C15123	
Personne	P4112	C15129	
Personne	P4112	C15113	
Personne	P4183	N9563	
Personne	P4197	C15382	
Personne	P4197	C15383	Île d'Oléron
Personne	P4201	C15410	La Rochelle
Personne	P4203	C15412	Lyon, Amiens, Rochefort
Personne	P4213	N9621	
Personne	P4213	C15431	La Rochelle, Bayonne, Bilbao, Brest
Personne	P4257	C15869	La Rochelle
Personne	P4260	C15875	Fontenay
Personne	P4260	C15876	Fontenay
Personne	P4266	C15891	Rochefort
Personne	P4266	C15898	
Personne	P4266	C15898	
Personne	P4266	C15910	
Personne	P4266	C15907	
Personne	P4266	C15905	
Personne	P4266	C15901	
Personne	P4266	C15900	
Personne	P4266	C15911	La Rochelle
Personne	P4266	C15896	
Personne	P4266	C15890	La Rochelle
Personne	P4266	C15892	
Personne	P4266	C15902	
Personne	P4266	C15906	
Personne	P4266	C15893	
Personne	P4266	C15908	
Personne	P4266	C15913	Suspect, Espagne
Personne	P4266	C15894	
Personne	P4266	C15909	
Personne	P4266	C15904	
Personne	P4266	C15904	
Personne	P4266	C15897	
Personne	P4266	C15899	
Personne	P4266	C15895	Angleterre, Hollande
Personne	P4266	C15903	
Personne	P4266	C15912	
Personne	P4270	C15928	Aide-major de la Marine, Port-Louis
Personne	P4297	N9903	
Personne	P4334	C16181	Saint-Malo
Personne	P4334	C16180	
Personne	P4354	C16252	Guinée, La Rochelle
Personne	P4372	C16296	Rochefort
Personne	P4385	C16327	
Personne	P4385	C16337	
Personne	P4385	C16328	
Personne	P4385	C16335	
Personne	P4385	N10099	
Personne	P4385	C16325	département de Rochefort
Personne	P4385	C16325	département de Rochefort
Personne	P4385	C16323	
Personne	P4385	C16324	
Personne	P4385	C16336	
Personne	P4385	C16332	
Personne	P4385	C16332	
Personne	P4385	C16333	
Personne	P4385	C16334	
Personne	P4385	C16326	
Personne	P4385	C16329	
Personne	P4385	C16330	
Personne	P4385	C16331	
Personne	P4461	C16620	
Personne	P4464	C16622	
Personne	P4516	C16817	Eclusier
Personne	P4516	C16818	Rochefort, Jordanie, Bellefond
Personne	P4516	C16818	Rochefort, Jordanie, Bellefond
Personne	P4516	C16819	Rochefort, Jordanie, Bellefond
Personne	P4549	C16942	Rochefort, Québec
Personne	P4549	C16945	
Personne	P4549	C16944	Champagné
Personne	P4549	C16946	Sainte-Croix, Saint-Domingue
Personne	P4549	C16950	
Personne	P4549	C16949	Beaumefort
Personne	P4549	C16947	
Personne	P4549	C16943	Toulon, Saint-Louis, Gibraltar
Personne	P4549	C16948	
Personne	P4589	C17161	Versailles, Îles de Ré, Oléron
Personne	P4628	N10690	
Personne	P4628	C17262	Vigo
Personne	P4725	C17462	Saint-Etienne, Tulle
Personne	P4725	C17463	
Personne	P4725	C17464	
Personne	P4725	C17466	Paimpol
Personne	P4725	C17465	
Personne	P4757	C17587	
Personne	P4768	C17601	Île de Ré.
Personne	P4773	C17623	Melle
Personne	P4773	C17622	
Personne	P4773	C17622	
Personne	P4773	C17618	Logivière
Personne	P4773	C17618	Logivière
Personne	P4773	C17621	
Personne	P4773	C17619	Portefaix
Personne	P4773	C17620	
Personne	P4773	C17624	La Rochelle
Personne	P4773	C17625	Cayenne
Personne	P4817	C17718	Île de Ré.
Personne	P4824	C17728	Fouras
Personne	P4824	C17729	
Personne	P4830	C17736	
Personne	P4836	N11078	
Personne	P4836	C17848	Roussillon
Personne	P4836	C17849	Roussillon
Personne	P4836	C17847	Aunis, Saintonge
Personne	P4836	C17846	Blaye, fort du Médoc, Aunis, La Rochelle
Personne	P4836	C17846	Blaye, fort du Médoc, Aunis, La Rochelle
Personne	P4836	C17850	
Personne	P5006	C18265	Canada
Personne	P5006	C18266	la Seine
Personne	P5006	C18263	
Personne	P5006	C18264	Canada, Bernapré
Personne	P5029	C18302	
Personne	P5029	C18303	Bayonne
Personne	P5036	N11454	
Personne	P5043	C18338	Angleterre
Personne	P5043	C18339	Sallertaine, Vendée, La Rochelle
Personne	P5044	C18340	
Personne	P5049	C18348	Île d'Oléron
Personne	P5068	N11515	
Personne	P5068	N11515	
Personne	P5068	C18413	Saint-Domingue
Personne	P5068	C18419	
Personne	P5068	C18415	
Personne	P5068	C18414	La Rochelle
Personne	P5068	C18418	Île d'Aix
Personne	P5068	C18412	
Personne	P5068	C18416	Grosbois
Personne	P5068	C18417	
Personne	P5076	C18439	
Personne	P5245	C18775	
Personne	P5245	C18776	
Personne	P5245	C18779	Tonnay-Charente
Personne	P5245	C18757	
Personne	P5245	C18774	
Personne	P5245	C18781	Hollande
Personne	P5245	C18790	
Personne	P5245	C18780	
Personne	P5245	C18762	Hollande
Personne	P5245	C18785	
Personne	P5245	C18786	
Personne	P5245	C18786	
Personne	P5245	C18759	Hollande, Rochefort
Personne	P5245	C18788	Açores, Lisbonne
Personne	P5245	C18789	
Personne	P5245	C18782	Angleterre
Personne	P5245	C18764	
Personne	P5245	C18764	
Personne	P5245	C18764	
Personne	P5245	C18784	
Personne	P5245	C18771	
Personne	P5245	N11800	
Personne	P5245	C18761	Hollande
Personne	P5245	N11801	
Personne	P5245	C18787	
Personne	P5245	C18756	
Personne	P5245	C18772	
Personne	P5245	C18773	
Personne	P5245	C18763	
Personne	P5245	C18777	Tonnay-Charente
Personne	P5245	C18783	
Personne	P5245	C18766	
Personne	P5245	C18767	
Personne	P5245	C18758	ile Royale
Personne	P5245	C18770	
Personne	P5245	C18769	
Personne	P5245	C18765	Port Dauphin, Louisbourg, Vérifier
Personne	P5245	C18768	
Personne	P5245	C18760	Invalides de Charente
Personne	P5245	C18778	
Personne	P5127	C18517	Marennes
Personne	P5133	C18564	
Personne	P5202	C18691	
Personne	P5273	C18860	
Personne	P5298	C18896	Lisbonne
Personne	P5396	C19358	Indes
Personne	P5396	C19357	
Personne	P5407	C19375	
Personne	P5407	C19374	la Rochelle
Personne	P5407	C19377	Paris
Personne	P5407	C19376	Louisiane
Personne	P5351	C19131	
Personne	P5351	C19132	
Personne	P5351	C19133	
Personne	P5419	C19653	
Personne	P5419	C19647	Aix
Personne	P5419	C19652	Demande
Personne	P5419	C19644	
Personne	P5419	C19645	
Personne	P5419	C19648	Port-Louis
Personne	P5419	C19646	
Personne	P5419	C19655	
Personne	P5419	C19649	Vénus
Personne	P5419	C19657	
Personne	P5419	N12293	
Personne	P5419	C19651	
Personne	P5419	C19643	
Personne	P5419	C19656	
Personne	P5419	C19654	
Personne	P5419	C19642	Sa
Personne	P5419	C19650	
Personne	P5552	N12628	
Personne	P5559	C20175	Rochefort
Personne	P5559	C20174	
Personne	P5570	C20218	Île d'Oléron, R.P. Récollets
Personne	P5570	C20219	Île d'Oléron, R.P. Récollets
Personne	P5614	C20577	Bayonne, Charente
Personne	P5629	C20684	Rochefort, Île de Ré.
Personne	P5649	C20822	
Personne	P5649	C20824	
Personne	P5649	C20836	Paris, Providence, La Rochelle
Personne	P5649	C20833	
Personne	P5649	C20834	
Personne	P5649	C20823	
Personne	P5649	C20826	Oléron
Personne	P5649	C20837	château d'Oléron
Personne	P5649	C20825	Pontchartrain
Personne	P5649	C20829	Oléron
Personne	P5649	C20830	
Personne	P5649	C20835	
Personne	P5649	C20828	Charente
Personne	P5649	C20832	
Personne	P5649	C20831	La Clocheterie
Personne	P5649	C20827	
Personne	P5664	C20914	Angleterre, Hollande, La Rochelle
Personne	P5664	C20913	
Personne	P5664	C20916	
Personne	P5664	C20912	Espagne
Personne	P5664	C20907	Rochefort
Personne	P5664	C20904	Rochefort
Personne	P5664	C20902	Pontchartrain, La Rochelle, Îles d'Amérique
Personne	P5664	C20908	
Personne	P5664	C20915	
Personne	P5664	C20903	
Personne	P5664	C20909	
Personne	P5664	C20911	Bayonne, Brest
Personne	P5664	C20910	
Personne	P5664	C20906	
Personne	P5664	C20905	
Personne	P5671	C20944	La Rochelle, Québec, Acadie
Personne	P5672	C20946	Saint-Malo, Saint-Domingue
Personne	P5672	C20949	
Personne	P5672	C20951	
Personne	P5672	C20950	
Personne	P5672	C20947	
Personne	P5672	C20945	Marcillac
Personne	P5672	C20948	Bray
Personne	P5682	C20987	Bayonne
Personne	P5682	C20988	
Personne	P5684	C20994	
Personne	P5684	C20990	
Personne	P5684	C20991	Château Bardon
Personne	P5684	C20992	Marennes
Personne	P5684	C20992	Marennes
Personne	P5684	C20993	
Personne	P5726	C21358	
Personne	P5743	C21386	
Personne	P5743	C21385	Marans
Personne	P5801	C21542	
Personne	P5801	C21546	
Personne	P5801	C21541	
Personne	P5801	C21545	
Personne	P5801	C21543	
Personne	P5801	C21544	
Personne	P5803	N13465	
Personne	P5803	C21548	
Personne	P5816	C21565	Saint-Domingue, Fleurissant
Personne	P5860	N13549	
Personne	P5881	C21709	
Personne	P5881	C21710	
Personne	P5881	C21701	
Personne	P5881	C21707	
Personne	P5881	C21705	
Personne	P5881	C21711	
Personne	P5881	C21703	
Personne	P5881	C21704	
Personne	P5881	C21708	
Personne	P5881	C21700	
Personne	P5881	C21702	
Personne	P5881	C21712	
Personne	P5881	C21699	Rochefort
Personne	P5881	C21706	
Personne	P5893	C21727	Paris
Personne	P5916	C21785	
Personne	P5916	C21787	
Personne	P5916	C21784	Amérique
Personne	P5916	C21782	Limoges
Personne	P5916	C21786	
